AOKF1045_g2_c 	 0.415524 	 cell organization and biogenesis
CAFF423_g1_c 	 0.903257 	 other metabolic processes 
CAFF438_g1_c 	 0.218776 	 developmental processes  
CAFF438_g1_c 	 0.218776 	 other biological processes 
CAFF438_g1_c 	 0.218776 	 transport   
CAFF461_b1_c 	 0.910822 	 other biological processes 
CAFF461_b1_c 	 0.910822 	 transport   
CAFF477_b1_c 	 0.591363 	 protein metabolism  
CAFF477_b1_c 	 0.591363 	 stress response  
CAFF515_b1_c 	 0.548461 	 transport   
CAFF518_b1_c 	 1.35884 	 transport   
CAFF603_g1_c 	 0.942308 	 protein metabolism  
CAFF605_b1_c 	 0.625205 	 RNA metabolism  
CAFF605_b1_c 	 0.625205 	 developmental processes  
CAFF621_b1_c 	 0.68749 	 developmental processes  
CAFF621_b1_c 	 0.68749 	 other biological processes 
CAFF623_b1_c 	 0.538176 	 DNA metabolism  
CAFF702_g1_c 	 0.63571 	 protein metabolism  
CAFF812_g1_c 	 0.564648 	 RNA metabolism  
CAFF833_g1_c 	 0.386753 	 other biological processes 
CAFF855_g1_c 	 0.653984 	 other biological processes 
CAFF855_g1_c 	 0.653984 	 other metabolic processes 
CAFF858_g1_c 	 0.911014 	 developmental processes  
CAFF858_g1_c 	 0.911014 	 other biological processes 
CAFF858_g1_c 	 0.911014 	 other metabolic processes 
CAFF858_g1_c 	 0.911014 	 protein metabolism  
CAFF858_g1_c 	 0.911014 	 stress response  
CAFF902_g1_c 	 0.277249 	 other metabolic processes 
CAFF904_b1_c 	 1.02241 	 other metabolic processes 
CAOG1032_g1_c 	 0.837737 	 protein metabolism  
CAOG1032_g1_c 	 0.837737 	 transport   
CAOG1081_b1_c 	 0.339896 	 RNA metabolism  
CAOG1081_b1_c 	 0.339896 	 cell cycle and proliferation
CAOG1081_b1_c 	 0.339896 	 cell organization and biogenesis
CAOG450_g1_c 	 0.882191 	 other biological processes 
CAOG450_g1_c 	 0.882191 	 other metabolic processes 
CAOG620_b1_c 	 0.385784 	 protein metabolism  
CAOG620_b1_c 	 0.385784 	 transport   
CAOG621_g1_c 	 0.39078 	 RNA metabolism  
CAOG621_g1_c 	 0.39078 	 cell organization and biogenesis
CAOG621_g1_c 	 0.39078 	 other biological processes 
CAOG621_g1_c 	 0.39078 	 other metabolic processes 
CAOG660_g1_c 	 0.503731 	 transport   
CAOG731_g1_c 	 0.739222 	 other biological processes 
CAOG731_g1_c 	 0.739222 	 transport   
CAOG761_b1_c 	 0.74053 	 other biological processes 
CAOG768_g1_c 	 0.764033 	 RNA metabolism  
CAOG768_g1_c 	 0.764033 	 other biological processes 
CAOG916_b1_c 	 0.776416 	 other biological processes 
CAOG916_b1_c 	 0.776416 	 other metabolic processes 
CAOG916_b1_c 	 0.776416 	 stress response  
CAOG916_b1_c 	 0.776416 	 transport   
CAOG918_b1_c 	 0.68537 	 protein metabolism  
CAOG977_b1_c 	 0.424244 	 protein metabolism  
CAOH1021_g2_c 	 0.62178 	 transport   
CAOH1051_g2_c 	 0.581685 	 RNA metabolism  
CAOH1051_g2_c 	 0.581685 	 other biological processes 
CAOH1051_g2_c 	 0.581685 	 protein metabolism  
CAOH1103_b2_c 	 0.62442 	 cell adhesion  
CAOH1103_b2_c 	 0.62442 	 cell cycle and proliferation
CAOH1103_b2_c 	 0.62442 	 cell organization and biogenesis
CAOH1103_b2_c 	 0.62442 	 developmental processes  
CAOH1103_b2_c 	 0.62442 	 other biological processes 
CAOH1103_b2_c 	 0.62442 	 other metabolic processes 
CAOH1103_b2_c 	 0.62442 	 protein metabolism  
CAOH1103_b2_c 	 0.62442 	 transport   
CAOH1148_g2_c 	 0.579245 	 DNA metabolism  
CAOH1148_g2_c 	 0.579245 	 RNA metabolism  
CAOH1148_g2_c 	 0.579245 	 developmental processes  
CAOH1148_g2_c 	 0.579245 	 other biological processes 
CAOH1148_g2_c 	 0.579245 	 protein metabolism  
CAOH1148_g2_c 	 0.579245 	 stress response  
CAOH1980_g1_c 	 0.545047 	 RNA metabolism  
CAOH1980_g1_c 	 0.545047 	 cell organization and biogenesis
CAOH1980_g1_c 	 0.545047 	 death   
CAOH1980_g1_c 	 0.545047 	 developmental processes  
CAOH1980_g1_c 	 0.545047 	 other biological processes 
CAOH1980_g1_c 	 0.545047 	 other metabolic processes 
CAOH1980_g1_c 	 0.545047 	 protein metabolism  
CAOH1980_g1_c 	 0.545047 	 signal transduction  
CAOH1980_g1_c 	 0.545047 	 stress response  
CAOH2016_b1_c 	 0.469444 	 cell organization and biogenesis
CAOH2016_b1_c 	 0.469444 	 developmental processes  
CAOH2016_b1_c 	 0.469444 	 other metabolic processes 
CAOH2016_b1_c 	 0.469444 	 protein metabolism  
CAOH2016_b1_c 	 0.469444 	 stress response  
CAOH2016_b1_c 	 0.469444 	 transport   
CAOH2019_g1_c 	 0.55101 	 protein metabolism  
CAOH2384_g1_c 	 0.559885 	 protein metabolism  
CAOH2386_b1_c 	 1.07676 	 death   
CAOH2386_b1_c 	 1.07676 	 other biological processes 
CAOH2386_b1_c 	 1.07676 	 other metabolic processes 
CAOH2386_b1_c 	 1.07676 	 protein metabolism  
CAOH2386_b1_c 	 1.07676 	 stress response  
CAOH2436_g1_c 	 0.546901 	 other biological processes 
CAOH2460_b1_c 	 0.624606 	 RNA metabolism  
CAOH2461_g1_c 	 0.453589 	 death   
CAOH2461_g1_c 	 0.453589 	 other biological processes 
CAOH2468_b1_c 	 0.724554 	 developmental processes  
CAOH2468_b1_c 	 0.724554 	 other biological processes 
CAOH2468_b1_c 	 0.724554 	 protein metabolism  
CAOH2469_b1_c 	 1.04856 	 cell organization and biogenesis
CAOH2477_b1_c 	 0.40535 	 transport   
CAOH2529_g1_c 	 1.15614 	 other metabolic processes 
CAOH2531_g1_c 	 0.654869 	 other biological processes 
CAOH2531_g1_c 	 0.654869 	 transport   
CAOH2635_g1_c 	 0.831811 	 cell organization and biogenesis
CAOH2664_b1_c 	 1.21135 	 other biological processes 
CAOH2674_g1_c 	 0.181766 	 DNA metabolism  
CAOH2674_g1_c 	 0.181766 	 cell organization and biogenesis
CAOH2674_g1_c 	 0.181766 	 death   
CAOH2674_g1_c 	 0.181766 	 developmental processes  
CAOH2674_g1_c 	 0.181766 	 other biological processes 
CAOH2674_g1_c 	 0.181766 	 other metabolic processes 
CAOH2674_g1_c 	 0.181766 	 protein metabolism  
CAOH2674_g1_c 	 0.181766 	 signal transduction  
CAOH2674_g1_c 	 0.181766 	 stress response  
CAOH2683_b1_c 	 0.226584 	 cell cycle and proliferation
CAOH2683_b1_c 	 0.226584 	 cell organization and biogenesis
CAOH407_g2_c 	 0.93801 	 developmental processes  
CAOH407_g2_c 	 0.93801 	 other biological processes 
CAOH407_g2_c 	 0.93801 	 other metabolic processes 
CAOH425_g2_c 	 0.28275 	 RNA metabolism  
CAOH425_g2_c 	 0.28275 	 cell cycle and proliferation
CAOH425_g2_c 	 0.28275 	 cell organization and biogenesis
CAOH425_g2_c 	 0.28275 	 developmental processes  
CAOH425_g2_c 	 0.28275 	 other biological processes 
CAOH581_b2_c 	 0.113444 	 developmental processes  
CAOH581_b2_c 	 0.113444 	 other biological processes 
CAOH581_b2_c 	 0.113444 	 other metabolic processes 
CAOH581_b2_c 	 0.113444 	 signal transduction  
CAOH607_b2_c 	 0.883338 	 other metabolic processes 
CAOH607_b2_c 	 0.883338 	 transport   
CAOH643_b2_c 	 0.688268 	 RNA metabolism  
CAOH643_b2_c 	 0.688268 	 other biological processes 
CAOH643_b2_c 	 0.688268 	 other metabolic processes 
CAOH690_b2_c 	 0.441864 	 RNA metabolism  
CAOH690_b2_c 	 0.441864 	 other biological processes 
CAOH692_b2_c 	 0.353893 	 other biological processes 
CAOH692_b2_c 	 0.353893 	 transport   
CAOH703_g2_c 	 0.607678 	 other metabolic processes 
CAOH704_b2_c 	 0.797606 	 RNA metabolism  
CAOH704_b2_c 	 0.797606 	 other metabolic processes 
CAOH721_g2_c 	 0.598321 	 RNA metabolism  
CAOH721_g2_c 	 0.598321 	 death   
CAOH721_g2_c 	 0.598321 	 stress response  
CAOH765_g2_c 	 0.778807 	 transport   
CAOH774_g2_c 	 0.362709 	 other biological processes 
CAOH776_b2_c 	 0.731249 	 transport   
CAOH783_b2_c 	 0.637914 	 other biological processes 
CAOH783_b2_c 	 0.637914 	 protein metabolism  
CAOH814_b2_c 	 0.6568 	 cell cycle and proliferation
CAOH814_b2_c 	 0.6568 	 cell organization and biogenesis
CAOH814_b2_c 	 0.6568 	 death   
CAOH814_b2_c 	 0.6568 	 other biological processes 
CAOH814_b2_c 	 0.6568 	 other metabolic processes 
CAOH814_b2_c 	 0.6568 	 protein metabolism  
CAOH814_b2_c 	 0.6568 	 stress response  
CAOH830_g2_c 	 0.666308 	 other biological processes 
CAOH833_b2_c 	 1.01617 	 DNA metabolism  
CAOH943_b2_c 	 0.530675 	 other metabolic processes 
CAOH987_g2_c 	 1.18954 	 cell organization and biogenesis
CAOI1040_b2_c 	 1.03445 	 protein metabolism  
CAOI1044_b2_c 	 0.398523 	 other biological processes 
CAOI1112_b2_c 	 0.527015 	 other metabolic processes 
CAOI1112_b2_c 	 0.527015 	 transport   
CAOI1145_b2_c 	 0.765094 	 cell adhesion  
CAOI2165_g1_c 	 0.555809 	 protein metabolism  
CAOI2309_b1_c 	 0.94032 	 signal transduction  
CAOI2309_b1_c 	 0.94032 	 transport   
CAOI2359_b1_c 	 0.389985 	 RNA metabolism  
CAOI2361_b1_c 	 0.764393 	 other biological processes 
CAOI2374_b1_c 	 0.26528 	 signal transduction  
CAOI2374_b1_c 	 0.26528 	 transport   
CAOI2376_b1_c 	 0.489649 	 protein metabolism  
CAOI2401_b1_c 	 0.825468 	 cell adhesion  
CAOI2401_b1_c 	 0.825468 	 cell organization and biogenesis
CAOI2401_b1_c 	 0.825468 	 developmental processes  
CAOI2413_b1_c 	 0.4814 	 cell organization and biogenesis
CAOI2413_b1_c 	 0.4814 	 other metabolic processes 
CAOI2413_b1_c 	 0.4814 	 transport   
CAOI2530_g1_c 	 0.569429 	 cell cycle and proliferation
CAOI2530_g1_c 	 0.569429 	 cell organization and biogenesis
CAOI2530_g1_c 	 0.569429 	 protein metabolism  
CAOI2549_b1_c 	 1.29547 	 cell organization and biogenesis
CAOI2575_b1_c 	 0.299321 	 RNA metabolism  
CAOI2575_b1_c 	 0.299321 	 developmental processes  
CAOI2575_b1_c 	 0.299321 	 other biological processes 
CAOI2575_b1_c 	 0.299321 	 other metabolic processes 
CAOI2575_b1_c 	 0.299321 	 protein metabolism  
CAOI2575_b1_c 	 0.299321 	 signal transduction  
CAOI2575_b1_c 	 0.299321 	 stress response  
CAOI2581_b1_c 	 0.927725 	 cell organization and biogenesis
CAOI2581_b1_c 	 0.927725 	 protein metabolism  
CAOI2588_b1_c 	 0.655409 	 other biological processes 
CAOI2603_g1_c 	 0.896612 	 other biological processes 
CAOI2603_g1_c 	 0.896612 	 protein metabolism  
CAOI2629_b1_c 	 1.07011 	 cell adhesion  
CAOI2629_b1_c 	 1.07011 	 cell organization and biogenesis
CAOI2629_b1_c 	 1.07011 	 developmental processes  
CAOI2629_b1_c 	 1.07011 	 other biological processes 
CAOI2629_b1_c 	 1.07011 	 other metabolic processes 
CAOI2629_b1_c 	 1.07011 	 protein metabolism  
CAOI2629_b1_c 	 1.07011 	 signal transduction  
CAOI2629_b1_c 	 1.07011 	 stress response  
CAOI387_b2_c 	 0.786312 	 other biological processes 
CAOI387_b2_c 	 0.786312 	 other metabolic processes 
CAOI444_b2_c 	 0.919199 	 DNA metabolism  
CAOI444_b2_c 	 0.919199 	 RNA metabolism  
CAOI444_b2_c 	 0.919199 	 cell organization and biogenesis
CAOI444_b2_c 	 0.919199 	 death   
CAOI444_b2_c 	 0.919199 	 protein metabolism  
CAOI494_b2_c 	 0.706614 	 cell organization and biogenesis
CAOI545_b2_c 	 0.820818 	 cell organization and biogenesis
CAOI546_b2_c 	 0.613844 	 protein metabolism  
CAOI641_b2_c 	 0.898445 	 other metabolic processes 
CAOI641_b2_c 	 0.898445 	 protein metabolism  
CAOI683_g2_c 	 0.401021 	 RNA metabolism  
CAOI683_g2_c 	 0.401021 	 cell cycle and proliferation
CAOI683_g2_c 	 0.401021 	 cell organization and biogenesis
CAOI689_g2_c 	 0.715622 	 cell organization and biogenesis
CAOI689_g2_c 	 0.715622 	 other biological processes 
CAOI689_g2_c 	 0.715622 	 protein metabolism  
CAOI693_b2_c 	 0.21303 	 other metabolic processes 
CAOI693_b2_c 	 0.21303 	 stress response  
CAOI701_g2_c 	 0.538945 	 protein metabolism  
CAOI762_b2_c 	 0.174211 	 other biological processes 
CAOI774_b2_c 	 0.63875 	 RNA metabolism  
CAOI791_b2_c 	 0.202385 	 developmental processes  
CAOI791_b2_c 	 0.202385 	 other biological processes 
CAOI791_b2_c 	 0.202385 	 other metabolic processes 
CAOI791_b2_c 	 0.202385 	 transport   
CAOI822_b2_c 	 0.952031 	 other biological processes 
CAOI866_b2_c 	 0.439538 	 protein metabolism  
CAOI916_g2_c 	 0.46532 	 other biological processes 
CAOI930_b2_c 	 0.899573 	 death   
CAOI963_b2_c 	 0.527602 	 RNA metabolism  
CAOI963_b2_c 	 0.527602 	 other biological processes 
CAOI971_g2_c 	 0.573188 	 other biological processes 
CAWS1045_b1_c 	 0.38096 	 RNA metabolism  
CAWS1045_b1_c 	 0.38096 	 other biological processes 
CAWS1045_b1_c 	 0.38096 	 other metabolic processes 
CAWS1101_b1_c 	 0.348992 	 cell cycle and proliferation
CAWS1101_b1_c 	 0.348992 	 signal transduction  
CAWS1101_b1_c 	 0.348992 	 stress response  
CAWS1101_b1_c 	 0.348992 	 transport   
CAWS1145_b1_c 	 1.06251 	 DNA metabolism  
CAWS1145_b1_c 	 1.06251 	 RNA metabolism  
CAWS1145_b1_c 	 1.06251 	 cell cycle and proliferation
CAWS1145_b1_c 	 1.06251 	 developmental processes  
CAWS1145_b1_c 	 1.06251 	 other biological processes 
CAWS1145_b1_c 	 1.06251 	 other metabolic processes 
CAWS1145_b1_c 	 1.06251 	 protein metabolism  
CAWS1145_b1_c 	 1.06251 	 signal transduction  
CAWS1194_g2_c 	 0.327255 	 protein metabolism  
CAWS1194_g2_c 	 0.327255 	 stress response  
CAWS1280_b2_c 	 0.880871 	 other biological processes 
CAWS1311_b2_c 	 0.817717 	 RNA metabolism  
CAWS1311_b2_c 	 0.817717 	 developmental processes  
CAWS1311_b2_c 	 0.817717 	 other biological processes 
CAWS1371_b2_c 	 0.331062 	 RNA metabolism  
CAWS1381_b2_c 	 0.783287 	 other metabolic processes 
CAWS1395_b2_c 	 0.376649 	 other biological processes 
CAWS1395_b2_c 	 0.376649 	 signal transduction  
CAWS1424_b2_c 	 0.879718 	 developmental processes  
CAWS1424_b2_c 	 0.879718 	 other biological processes 
CAWS1424_b2_c 	 0.879718 	 other metabolic processes 
CAWS1482_b2_c 	 0.706679 	 developmental processes  
CAWS1482_b2_c 	 0.706679 	 other biological processes 
CAWS1506_b2_c 	 0.750137 	 other biological processes 
CAWS1506_b2_c 	 0.750137 	 transport   
CAWS1537_b1_c 	 0.847682 	 protein metabolism  
CAWS1617_b1_c 	 0.450669 	 other biological processes 
CAWS1633_b1_c 	 0.751957 	 RNA metabolism  
CAWS1706_b1_c 	 0.799745 	 other metabolic processes 
CAWS1739_g1_c 	 0.499721 	 other biological processes 
CAWS1743_g1_c 	 0.372946 	 other metabolic processes 
CAWS1756_b1_c 	 0.360933 	 other biological processes 
CAWS1856_g1_c 	 0.803867 	 developmental processes  
CAWS1856_g1_c 	 0.803867 	 other biological processes 
CAWS1887_b1_c 	 0.886784 	 other biological processes 
CAWS388_b1_c 	 0.666543 	 cell cycle and proliferation
CAWS388_b1_c 	 0.666543 	 developmental processes  
CAWS388_b1_c 	 0.666543 	 other biological processes 
CAWS423_g1_c 	 0.911508 	 cell adhesion  
CAWS423_g1_c 	 0.911508 	 cell cycle and proliferation
CAWS423_g1_c 	 0.911508 	 cell organization and biogenesis
CAWS423_g1_c 	 0.911508 	 developmental processes  
CAWS423_g1_c 	 0.911508 	 transport   
CAWS443_b1_c 	 0.740269 	 other metabolic processes 
CAWS454_b1_c 	 0.942236 	 developmental processes  
CAWS507_b1_c 	 0.194426 	 RNA metabolism  
CAWS507_b1_c 	 0.194426 	 cell cycle and proliferation
CAWS507_b1_c 	 0.194426 	 death   
CAWS507_b1_c 	 0.194426 	 other biological processes 
CAWS507_b1_c 	 0.194426 	 other metabolic processes 
CAWS507_b1_c 	 0.194426 	 protein metabolism  
CAWS507_b1_c 	 0.194426 	 signal transduction  
CAWS507_b1_c 	 0.194426 	 stress response  
CAWS527_b1_c 	 0.676816 	 other metabolic processes 
CAWS527_b1_c 	 0.676816 	 stress response  
CAWS527_b1_c 	 0.676816 	 transport   
CAWS531_g1_c 	 0.665517 	 other metabolic processes 
CAWS554_b1_c 	 0.734741 	 developmental processes  
CAWS554_b1_c 	 0.734741 	 other biological processes 
CAWS554_b1_c 	 0.734741 	 signal transduction  
CAWS554_b1_c 	 0.734741 	 transport   
CAWS648_b1_c 	 0.14167 	 other metabolic processes 
CAWS648_b1_c 	 0.14167 	 transport   
CAWS667_b1_c 	 0.931557 	 developmental processes  
CAWS703_b1_c 	 0.500016 	 other metabolic processes 
CAWS703_g1_c 	 0.545348 	 other metabolic processes 
CAWS721_g1_c 	 0.473548 	 protein metabolism  
CAWS727_b1_c 	 0.766773 	 protein metabolism  
CAWS741_b1_c 	 0.730693 	 cell organization and biogenesis
CAWS741_b1_c 	 0.730693 	 cell-cell signaling  
CAWS741_b1_c 	 0.730693 	 developmental processes  
CAWS741_b1_c 	 0.730693 	 other biological processes 
CAWS741_b1_c 	 0.730693 	 protein metabolism  
CAWS741_b1_c 	 0.730693 	 signal transduction  
CAWS741_b1_c 	 0.730693 	 transport   
CAWS763_b1_c 	 0.8598 	 other biological processes 
CAWS763_b1_c 	 0.8598 	 other metabolic processes 
CAWS763_b1_c 	 0.8598 	 signal transduction  
CAWS763_b1_c 	 0.8598 	 transport   
CAWS833_b1_c 	 0.652833 	 DNA metabolism  
CAWS833_b1_c 	 0.652833 	 cell cycle and proliferation
CAWS833_b1_c 	 0.652833 	 other metabolic processes 
CAWS864_b1_c 	 0.687872 	 other biological processes 
CAWS868_b1_c 	 0.85737 	 RNA metabolism  
CAWS868_b1_c 	 0.85737 	 death   
CAWS902_g1_c 	 0.289056 	 other biological processes 
CAWS902_g1_c 	 0.289056 	 stress response  
CAWS902_g1_c 	 0.289056 	 transport   
CAWS931_b1_c 	 0.794458 	 other metabolic processes 
CAWS931_b1_c 	 0.794458 	 transport   
CCHX10014_b1_c 	 0.729702 	 RNA metabolism  
CCHX10014_b1_c 	 0.729702 	 cell cycle and proliferation
CCHX10014_b1_c 	 0.729702 	 other metabolic processes 
CCHX10014_b1_c 	 0.729702 	 protein metabolism  
CCHX10072_b1_c 	 0.781423 	 cell cycle and proliferation
CCHX10072_b1_c 	 0.781423 	 other biological processes 
CCHX10072_b1_c 	 0.781423 	 protein metabolism  
CCHX10095_b1_c 	 0.136064 	 other metabolic processes 
CCHX10116_b1_c 	 1.01068 	 other metabolic processes 
CCHX10126_g1_c 	 0.473499 	 developmental processes  
CCHX10126_g1_c 	 0.473499 	 other biological processes 
CCHX10126_g1_c 	 0.473499 	 protein metabolism  
CCHX10150_g1_c 	 0.290738 	 other biological processes 
CCHX10150_g1_c 	 0.290738 	 other metabolic processes 
CCHX10220_b1_c 	 0.782592 	 other metabolic processes 
CCHX10235_b1_c 	 0.606514 	 other biological processes 
CCHX10236_b1_c 	 0.544037 	 cell cycle and proliferation
CCHX10236_b1_c 	 0.544037 	 cell organization and biogenesis
CCHX10236_b1_c 	 0.544037 	 death   
CCHX10236_b1_c 	 0.544037 	 developmental processes  
CCHX10236_b1_c 	 0.544037 	 other biological processes 
CCHX10236_b1_c 	 0.544037 	 other metabolic processes 
CCHX10236_b1_c 	 0.544037 	 protein metabolism  
CCHX10236_b1_c 	 0.544037 	 stress response  
CCHX10253_b1_c 	 0.483478 	 other metabolic processes 
CCHX10253_b1_c 	 0.483478 	 protein metabolism  
CCHX10297_b1_c 	 0.796594 	 protein metabolism  
CCHX10322_b1_c 	 0.712408 	 RNA metabolism  
CCHX10322_b1_c 	 0.712408 	 developmental processes  
CCHX10322_b1_c 	 0.712408 	 other metabolic processes 
CCHX10322_b1_c 	 0.712408 	 protein metabolism  
CCHX10322_b1_c 	 0.712408 	 signal transduction  
CCHX10322_b1_c 	 0.712408 	 stress response  
CCHX10374_b1_c 	 0.372044 	 cell organization and biogenesis
CCHX10374_b1_c 	 0.372044 	 other biological processes 
CCHX10374_b1_c 	 0.372044 	 other metabolic processes 
CCHX10376_b1_c 	 0.489512 	 developmental processes  
CCHX10376_b1_c 	 0.489512 	 other biological processes 
CCHX10376_b1_c 	 0.489512 	 protein metabolism  
CCHX10391_g1_c 	 0.496578 	 protein metabolism  
CCHX10394_b1_c 	 0.298651 	 other biological processes 
CCHX10394_b1_c 	 0.298651 	 protein metabolism  
CCHX1042_b1_c 	 0.427004 	 other metabolic processes 
CCHX10488_b1_c 	 0.880854 	 other metabolic processes 
CCHX10488_b1_c 	 0.880854 	 protein metabolism  
CCHX10507_g1_c 	 0.442779 	 cell organization and biogenesis
CCHX10507_g1_c 	 0.442779 	 developmental processes  
CCHX10507_g1_c 	 0.442779 	 other biological processes 
CCHX10507_g1_c 	 0.442779 	 other metabolic processes 
CCHX1051_b1_c 	 0.547333 	 other biological processes 
CCHX1051_b1_c 	 0.547333 	 other metabolic processes 
CCHX10534_b1_c 	 0.436305 	 RNA metabolism  
CCHX10553_b1_c 	 0.144124 	 other metabolic processes 
CCHX10589_b1_c 	 0.701183 	 cell organization and biogenesis
CCHX10589_b1_c 	 0.701183 	 protein metabolism  
CCHX10628_g1_c 	 0.281563 	 developmental processes  
CCHX10628_g1_c 	 0.281563 	 other metabolic processes 
CCHX10628_g1_c 	 0.281563 	 signal transduction  
CCHX10628_g1_c 	 0.281563 	 transport   
CCHX10637_b1_c 	 0.269039 	 other biological processes 
CCHX10637_b1_c 	 0.269039 	 protein metabolism  
CCHX10637_b1_c 	 0.269039 	 stress response  
CCHX10688_g1_c 	 0.918446 	 other biological processes 
CCHX10688_g1_c 	 0.918446 	 other metabolic processes 
