Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig00838 	 0.957779 	 RNA metabolism  
Spi_isotig00838 	 0.957779 	 signal transduction  
Spi_isotig00840 	 0.946366 	 other metabolic processes 
Spi_isotig00840 	 0.946366 	 signal transduction  
Spi_isotig00841 	 0.960762 	 cell organization and biogenesis
Spi_isotig00841 	 0.960762 	 developmental processes  
Spi_isotig00841 	 0.960762 	 other metabolic processes 
Spi_isotig00841 	 0.960762 	 signal transduction  
Spi_isotig00845 	 0.388997 	 other biological processes 
Spi_isotig00845 	 0.388997 	 transport   
Spi_isotig00846 	 0.913231 	 cell organization and biogenesis
Spi_isotig00846 	 0.913231 	 death   
Spi_isotig00846 	 0.913231 	 protein metabolism  
Spi_isotig00846 	 0.913231 	 signal transduction  
Spi_isotig00846 	 0.913231 	 stress response  
Spi_isotig00848 	 0.912542 	 cell organization and biogenesis
Spi_isotig00848 	 0.912542 	 death   
Spi_isotig00848 	 0.912542 	 protein metabolism  
Spi_isotig00848 	 0.912542 	 signal transduction  
Spi_isotig00848 	 0.912542 	 stress response  
Spi_isotig00849 	 0.907476 	 cell organization and biogenesis
Spi_isotig00849 	 0.907476 	 death   
Spi_isotig00849 	 0.907476 	 developmental processes  
Spi_isotig00849 	 0.907476 	 signal transduction  
Spi_isotig00850 	 0.166813 	 transport   
Spi_isotig00851 	 0.20731 	 DNA metabolism  
Spi_isotig00851 	 0.20731 	 RNA metabolism  
Spi_isotig00853 	 0.353418 	 DNA metabolism  
Spi_isotig00853 	 0.353418 	 RNA metabolism  
Spi_isotig00856 	 0.965987 	 protein metabolism  
Spi_isotig00856 	 0.965987 	 stress response  
Spi_isotig00857 	 0.954814 	 protein metabolism  
Spi_isotig00857 	 0.954814 	 stress response  
Spi_isotig00861 	 0.686796 	 other biological processes 
Spi_isotig00861 	 0.686796 	 RNA metabolism  
Spi_isotig00862 	 0.262723 	 death   
Spi_isotig00862 	 0.262723 	 developmental processes  
Spi_isotig00862 	 0.262723 	 other metabolic processes 
Spi_isotig00862 	 0.262723 	 stress response  
Spi_isotig00862 	 0.262723 	 transport   
Spi_isotig00864 	 0.297226 	 death   
Spi_isotig00864 	 0.297226 	 developmental processes  
Spi_isotig00866 	 0.821515 	 other biological processes 
Spi_isotig00867 	 0.822111 	 cell organization and biogenesis
Spi_isotig00867 	 0.822111 	 other metabolic processes 
Spi_isotig00867 	 0.822111 	 transport   
Spi_isotig00869 	 0.802881 	 developmental processes  
Spi_isotig00869 	 0.802881 	 other biological processes 
Spi_isotig00869 	 0.802881 	 protein metabolism  
Spi_isotig00878 	 0.582537 	 other metabolic processes 
Spi_isotig00879 	 0.582397 	 other metabolic processes 
Spi_isotig00880 	 0.527888 	 other metabolic processes 
Spi_isotig00881 	 0.527782 	 other metabolic processes 
Spi_isotig00886 	 0.624016 	 cell adhesion  
Spi_isotig00886 	 0.624016 	 cell organization and biogenesis
Spi_isotig00886 	 0.624016 	 developmental processes  
Spi_isotig00886 	 0.624016 	 stress response  
Spi_isotig00887 	 0.62407 	 cell adhesion  
Spi_isotig00888 	 0.636105 	 cell adhesion  
Spi_isotig00888 	 0.636105 	 cell organization and biogenesis
Spi_isotig00888 	 0.636105 	 developmental processes  
Spi_isotig00888 	 0.636105 	 stress response  
Spi_isotig00889 	 0.636661 	 cell adhesion  
Spi_isotig00891 	 0.327523 	 other metabolic processes 
Spi_isotig00898 	 0.688812 	 developmental processes  
Spi_isotig00915 	 0.753067 	 other metabolic processes 
Spi_isotig00917 	 0.528022 	 other biological processes 
Spi_isotig00917 	 0.528022 	 other metabolic processes 
Spi_isotig00922 	 0.498241 	 cell organization and biogenesis
Spi_isotig00922 	 0.498241 	 other metabolic processes 
Spi_isotig00922 	 0.498241 	 RNA metabolism  
Spi_isotig00922 	 0.498241 	 transport   
Spi_isotig00923 	 0.57683 	 developmental processes  
Spi_isotig00923 	 0.57683 	 other biological processes 
Spi_isotig00923 	 0.57683 	 RNA metabolism  
Spi_isotig00927 	 0.93934 	 other biological processes 
Spi_isotig00927 	 0.93934 	 transport   
Spi_isotig00929 	 0.909092 	 other biological processes 
Spi_isotig00929 	 0.909092 	 transport   
Spi_isotig00938 	 0.744825 	 developmental processes  
Spi_isotig00938 	 0.744825 	 RNA metabolism  
Spi_isotig00939 	 0.271053 	 other metabolic processes 
Spi_isotig00939 	 0.271053 	 RNA metabolism  
Spi_isotig00943 	 0.96009 	 cell organization and biogenesis
Spi_isotig00962 	 0.592056 	 other metabolic processes 
Spi_isotig00962 	 0.592056 	 transport   
Spi_isotig00963 	 0.60206 	 other metabolic processes 
Spi_isotig00963 	 0.60206 	 transport   
Spi_isotig00964 	 0.536107 	 other metabolic processes 
Spi_isotig00964 	 0.536107 	 transport   
Spi_isotig00965 	 0.505221 	 cell adhesion  
Spi_isotig00965 	 0.505221 	 cell organization and biogenesis
Spi_isotig00965 	 0.505221 	 developmental processes  
Spi_isotig00965 	 0.505221 	 other biological processes 
Spi_isotig00966 	 0.502265 	 cell adhesion  
Spi_isotig00967 	 0.615765 	 cell adhesion  
Spi_isotig00967 	 0.615765 	 signal transduction  
Spi_isotig00969 	 0.401693 	 cell organization and biogenesis
Spi_isotig00969 	 0.401693 	 transport   
Spi_isotig00970 	 0.394676 	 other metabolic processes 
Spi_isotig00970 	 0.394676 	 transport   
Spi_isotig00977 	 0.772089 	 cell organization and biogenesis
Spi_isotig00977 	 0.772089 	 other metabolic processes 
Spi_isotig00977 	 0.772089 	 transport   
Spi_isotig00978 	 0.779796 	 other biological processes 
Spi_isotig00978 	 0.779796 	 other metabolic processes 
Spi_isotig00978 	 0.779796 	 transport   
Spi_isotig00979 	 0.763501 	 other biological processes 
Spi_isotig00979 	 0.763501 	 other metabolic processes 
Spi_isotig00979 	 0.763501 	 RNA metabolism  
Spi_isotig00979 	 0.763501 	 transport   
Spi_isotig00980 	 0.492879 	 other metabolic processes 
Spi_isotig00981 	 0.494606 	 other metabolic processes 
Spi_isotig00983 	 0.494581 	 other metabolic processes 
Spi_isotig00984 	 0.49569 	 other metabolic processes 
Spi_isotig00985 	 0.439276 	 other biological processes 
Spi_isotig00985 	 0.439276 	 other metabolic processes 
Spi_isotig00986 	 0.574792 	 other metabolic processes 
Spi_isotig00986 	 0.574792 	 transport   
Spi_isotig00987 	 0.600959 	 other metabolic processes 
Spi_isotig00987 	 0.600959 	 transport   
Spi_isotig00989 	 0.497287 	 other biological processes 
Spi_isotig00998 	 0.759774 	 other metabolic processes 
Spi_isotig00998 	 0.759774 	 protein metabolism  
Spi_isotig00999 	 0.779557 	 other biological processes 
Spi_isotig00999 	 0.779557 	 other metabolic processes 
Spi_isotig00999 	 0.779557 	 protein metabolism  
Spi_isotig00999 	 0.779557 	 signal transduction  
Spi_isotig01000 	 0.614378 	 protein metabolism  
Spi_isotig01001 	 0.691921 	 transport   
Spi_isotig01002 	 0.718636 	 transport   
Spi_isotig01003 	 0.737555 	 transport   
Spi_isotig01007 	 0.901375 	 cell cycle and proliferation
Spi_isotig01007 	 0.901375 	 developmental processes  
Spi_isotig01007 	 0.901375 	 other biological processes 
Spi_isotig01007 	 0.901375 	 signal transduction  
Spi_isotig01007 	 0.901375 	 stress response  
Spi_isotig01007 	 0.901375 	 transport   
Spi_isotig01008 	 0.897704 	 cell cycle and proliferation
Spi_isotig01008 	 0.897704 	 developmental processes  
Spi_isotig01008 	 0.897704 	 other biological processes 
Spi_isotig01008 	 0.897704 	 signal transduction  
Spi_isotig01008 	 0.897704 	 stress response  
Spi_isotig01008 	 0.897704 	 transport   
Spi_isotig01009 	 0.995583 	 developmental processes  
Spi_isotig01009 	 0.995583 	 other biological processes 
Spi_isotig01009 	 0.995583 	 protein metabolism  
Spi_isotig01010 	 0.714797 	 other biological processes 
Spi_isotig01011 	 0.714089 	 cell adhesion  
Spi_isotig01014 	 0.811308 	 DNA metabolism  
Spi_isotig01015 	 0.851531 	 DNA metabolism  
Spi_isotig01016 	 0.337092 	 other metabolic processes 
Spi_isotig01017 	 0.320671 	 other metabolic processes 
Spi_isotig01031 	 0.838793 	 cell cycle and proliferation
Spi_isotig01031 	 0.838793 	 developmental processes  
Spi_isotig01031 	 0.838793 	 signal transduction  
Spi_isotig01038 	 0.777468 	 other biological processes 
Spi_isotig01042 	 0.811562 	 RNA metabolism  
Spi_isotig01043 	 0.808724 	 protein metabolism  
Spi_isotig01044 	 0.779996 	 transport   
Spi_isotig01045 	 0.812962 	 transport   
Spi_isotig01046 	 0.602945 	 cell organization and biogenesis
Spi_isotig01046 	 0.602945 	 developmental processes  
Spi_isotig01046 	 0.602945 	 DNA metabolism  
Spi_isotig01046 	 0.602945 	 other biological processes 
Spi_isotig01046 	 0.602945 	 RNA metabolism  
Spi_isotig01046 	 0.602945 	 stress response  
Spi_isotig01047 	 0.501968 	 cell organization and biogenesis
Spi_isotig01047 	 0.501968 	 developmental processes  
Spi_isotig01047 	 0.501968 	 DNA metabolism  
Spi_isotig01047 	 0.501968 	 other metabolic processes 
Spi_isotig01047 	 0.501968 	 RNA metabolism  
Spi_isotig01047 	 0.501968 	 stress response  
Spi_isotig01056 	 0.244169 	 cell organization and biogenesis
Spi_isotig01058 	 0.741919 	 other biological processes 
Spi_isotig01059 	 0.807841 	 other biological processes 
Spi_isotig01059 	 0.807841 	 stress response  
Spi_isotig01060 	 0.917705 	 other biological processes 
Spi_isotig01060 	 0.917705 	 other metabolic processes 
Spi_isotig01061 	 0.904061 	 other metabolic processes 
Spi_isotig01067 	 0.193281 	 other metabolic processes 
Spi_isotig01085 	 0.250012 	 other biological processes 
Spi_isotig01085 	 0.250012 	 RNA metabolism  
Spi_isotig01097 	 0.271071 	 other metabolic processes 
Spi_isotig01097 	 0.271071 	 protein metabolism  
Spi_isotig01098 	 0.207966 	 cell organization and biogenesis
Spi_isotig01098 	 0.207966 	 other metabolic processes 
Spi_isotig01098 	 0.207966 	 protein metabolism  
Spi_isotig01098 	 0.207966 	 signal transduction  
Spi_isotig01098 	 0.207966 	 stress response  
Spi_isotig01099 	 0.187012 	 other metabolic processes 
Spi_isotig01099 	 0.187012 	 protein metabolism  
Spi_isotig01100 	 0.954983 	 cell adhesion  
Spi_isotig01100 	 0.954983 	 cell cycle and proliferation
Spi_isotig01100 	 0.954983 	 other biological processes 
Spi_isotig01100 	 0.954983 	 protein metabolism  
Spi_isotig01101 	 0.955926 	 cell adhesion  
Spi_isotig01101 	 0.955926 	 other biological processes 
Spi_isotig01102 	 0.93844 	 other biological processes 
Spi_isotig01102 	 0.93844 	 protein metabolism  
Spi_isotig01102 	 0.93844 	 signal transduction  
Spi_isotig01104 	 0.374053 	 other metabolic processes 
Spi_isotig01105 	 0.352037 	 other metabolic processes 
Spi_isotig01109 	 0.952878 	 other biological processes 
Spi_isotig01109 	 0.952878 	 other metabolic processes 
Spi_isotig01111 	 0.731278 	 other metabolic processes 
Spi_isotig01112 	 0.933099 	 other metabolic processes 
Spi_isotig01112 	 0.933099 	 protein metabolism  
Spi_isotig01112 	 0.933099 	 RNA metabolism  
Spi_isotig01113 	 0.875119 	 cell cycle and proliferation
Spi_isotig01113 	 0.875119 	 other biological processes 
Spi_isotig01113 	 0.875119 	 other metabolic processes 
Spi_isotig01113 	 0.875119 	 protein metabolism  
Spi_isotig01120 	 0.204903 	 other metabolic processes 
Spi_isotig01121 	 0.219848 	 other metabolic processes 
Spi_isotig01122 	 0.192517 	 other metabolic processes 
Spi_isotig01123 	 0.210849 	 other metabolic processes 
Spi_isotig01124 	 0.74336 	 other metabolic processes 
Spi_isotig01125 	 0.754969 	 other metabolic processes 
Spi_isotig01126 	 0.746017 	 other metabolic processes 
Spi_isotig01127 	 0.75617 	 other metabolic processes 
Spi_isotig01132 	 0.496037 	 RNA metabolism  
Spi_isotig01133 	 0.433741 	 RNA metabolism  
Spi_isotig01137 	 0.56543 	 other metabolic processes 
Spi_isotig01138 	 0.54058 	 other metabolic processes 
Spi_isotig01139 	 0.534219 	 other metabolic processes 
Spi_isotig01148 	 0.749862 	 other metabolic processes 
Spi_isotig01149 	 0.810397 	 other metabolic processes 
Spi_isotig01150 	 0.737605 	 other metabolic processes 
Spi_isotig01156 	 0.766631 	 cell organization and biogenesis
Spi_isotig01156 	 0.766631 	 developmental processes  
Spi_isotig01156 	 0.766631 	 RNA metabolism  
Spi_isotig01157 	 0.845735 	 cell organization and biogenesis
Spi_isotig01157 	 0.845735 	 developmental processes  
Spi_isotig01157 	 0.845735 	 RNA metabolism  
Spi_isotig01165 	 0.975352 	 other metabolic processes 
Spi_isotig01167 	 0.849592 	 other biological processes 
Spi_isotig01167 	 0.849592 	 other metabolic processes 
Spi_isotig01168 	 0.318838 	 cell adhesion  
Spi_isotig01168 	 0.318838 	 developmental processes  
Spi_isotig01168 	 0.318838 	 other biological processes 
Spi_isotig01169 	 0.413957 	 cell adhesion  
Spi_isotig01169 	 0.413957 	 developmental processes  
Spi_isotig01172 	 0.831535 	 cell organization and biogenesis
Spi_isotig01172 	 0.831535 	 other metabolic processes 
Spi_isotig01173 	 0.726413 	 cell organization and biogenesis
Spi_isotig01173 	 0.726413 	 other metabolic processes 
Spi_isotig01174 	 0.898069 	 cell organization and biogenesis
Spi_isotig01174 	 0.898069 	 other metabolic processes 
Spi_isotig01175 	 0.752013 	 cell organization and biogenesis
Spi_isotig01175 	 0.752013 	 other biological processes 
Spi_isotig01175 	 0.752013 	 other metabolic processes 
Spi_isotig01180 	 0.258259 	 cell cycle and proliferation
Spi_isotig01180 	 0.258259 	 cell organization and biogenesis
Spi_isotig01180 	 0.258259 	 RNA metabolism  
Spi_isotig01183 	 0.552956 	 cell cycle and proliferation
Spi_isotig01183 	 0.552956 	 cell organization and biogenesis
Spi_isotig01183 	 0.552956 	 RNA metabolism  
Spi_isotig01189 	 0.962839 	 other metabolic processes 
Spi_isotig01207 	 0.811568 	 RNA metabolism  
Spi_isotig01220 	 0.792373 	 developmental processes  
Spi_isotig01221 	 0.881839 	 developmental processes  
Spi_isotig01234 	 0.852337 	 cell organization and biogenesis
Spi_isotig01234 	 0.852337 	 other metabolic processes 
Spi_isotig01235 	 0.756216 	 cell organization and biogenesis
Spi_isotig01235 	 0.756216 	 developmental processes  
Spi_isotig01235 	 0.756216 	 other metabolic processes 
Spi_isotig01237 	 0.745947 	 cell adhesion  
Spi_isotig01238 	 0.867869 	 other biological processes 
Spi_isotig01238 	 0.867869 	 other metabolic processes 
Spi_isotig01245 	 0.230312 	 other metabolic processes 
Spi_isotig01247 	 0.242912 	 cell organization and biogenesis
Spi_isotig01247 	 0.242912 	 other biological processes 
Spi_isotig01247 	 0.242912 	 other metabolic processes 
Spi_isotig01248 	 0.409274 	 other metabolic processes 
Spi_isotig01248 	 0.409274 	 stress response  
Spi_isotig01249 	 0.216487 	 other metabolic processes 
Spi_isotig01264 	 0.347923 	 cell organization and biogenesis
Spi_isotig01264 	 0.347923 	 other biological processes 
Spi_isotig01264 	 0.347923 	 other metabolic processes 
Spi_isotig01264 	 0.347923 	 signal transduction  
Spi_isotig01264 	 0.347923 	 stress response  
Spi_isotig01264 	 0.347923 	 transport   
Spi_isotig01266 	 1.34436 	 other biological processes 
Spi_isotig01266 	 1.34436 	 signal transduction  
Spi_isotig01266 	 1.34436 	 transport   
Spi_isotig01267 	 0.948436 	 cell adhesion  
Spi_isotig01267 	 0.948436 	 cell cycle and proliferation
Spi_isotig01267 	 0.948436 	 developmental processes  
Spi_isotig01267 	 0.948436 	 other biological processes 
Spi_isotig01267 	 0.948436 	 other metabolic processes 
Spi_isotig01267 	 0.948436 	 protein metabolism  
Spi_isotig01267 	 0.948436 	 RNA metabolism  
Spi_isotig01267 	 0.948436 	 signal transduction  
Spi_isotig01269 	 0.760758 	 other metabolic processes 
Spi_isotig01269 	 0.760758 	 protein metabolism  
Spi_isotig01299 	 0.759432 	 cell organization and biogenesis
Spi_isotig01299 	 0.759432 	 transport   
Spi_isotig01301 	 0.82731 	 transport   
Spi_isotig01304 	 0.352324 	 other metabolic processes 
Spi_isotig01316 	 0.467559 	 other biological processes 
Spi_isotig01318 	 0.36757 	 RNA metabolism  
Spi_isotig01321 	 0.268515 	 other metabolic processes 
Spi_isotig01322 	 0.195764 	 other metabolic processes 
Spi_isotig01333 	 0.714855 	 signal transduction  
Spi_isotig01335 	 0.659925 	 signal transduction  
Spi_isotig01339 	 0.553974 	 other metabolic processes 
Spi_isotig01340 	 0.409498 	 other metabolic processes 
Spi_isotig01344 	 0.626742 	 cell adhesion  
Spi_isotig01344 	 0.626742 	 cell organization and biogenesis
Spi_isotig01344 	 0.626742 	 developmental processes  
Spi_isotig01344 	 0.626742 	 other biological processes 
Spi_isotig01344 	 0.626742 	 signal transduction  
Spi_isotig01345 	 0.736349 	 cell organization and biogenesis
Spi_isotig01345 	 0.736349 	 developmental processes  
Spi_isotig01345 	 0.736349 	 other biological processes 
Spi_isotig01345 	 0.736349 	 transport   
Spi_isotig01346 	 0.822262 	 cell organization and biogenesis
Spi_isotig01346 	 0.822262 	 developmental processes  
Spi_isotig01346 	 0.822262 	 other biological processes 
Spi_isotig01346 	 0.822262 	 transport   
Spi_isotig01348 	 0.381702 	 RNA metabolism  
Spi_isotig01358 	 0.944813 	 transport   
Spi_isotig01360 	 0.544456 	 developmental processes  
Spi_isotig01360 	 0.544456 	 other biological processes 
Spi_isotig01361 	 0.572038 	 developmental processes  
Spi_isotig01363 	 0.563427 	 other biological processes 
Spi_isotig01364 	 0.261737 	 cell cycle and proliferation
Spi_isotig01364 	 0.261737 	 cell organization and biogenesis
Spi_isotig01364 	 0.261737 	 other biological processes 
Spi_isotig01364 	 0.261737 	 RNA metabolism  
Spi_isotig01365 	 0.469238 	 other metabolic processes 
Spi_isotig01366 	 0.450258 	 other metabolic processes 
Spi_isotig01371 	 0.663369 	 RNA metabolism  
