Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport   
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 cell adhesion  
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 cell cycle and proliferation
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 cell organization and biogenesis
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 developmental processes  
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 other biological processes 
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 other metabolic processes 
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 protein metabolism  
Locus_10478_Transcript_13/15_Confidence_0.326_Length_2432_transcripts_v2_119 	 0.551547 	 signal transduction  
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 cell adhesion  
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 cell cycle and proliferation
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 cell organization and biogenesis
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 developmental processes  
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 other biological processes 
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 other metabolic processes 
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 protein metabolism  
Locus_10478_Transcript_15/15_Confidence_0.239_Length_1699_transcripts_v2_380 	 0.583638 	 signal transduction  
Locus_10478_Transcript_7/15_Confidence_0.457_Length_3244_transcripts_v2_59 	 0.592014 	 cell adhesion  
Locus_10478_Transcript_7/15_Confidence_0.457_Length_3244_transcripts_v2_59 	 0.592014 	 other metabolic processes 
Locus_10478_Transcript_7/15_Confidence_0.457_Length_3244_transcripts_v2_59 	 0.592014 	 protein metabolism  
Locus_10478_Transcript_7/15_Confidence_0.457_Length_3244_transcripts_v2_59 	 0.592014 	 signal transduction  
Locus_10478_Transcript_8/15_Confidence_0.239_Length_1709_transcripts_v2_375 	 0.584495 	 cell adhesion  
Locus_10478_Transcript_8/15_Confidence_0.239_Length_1709_transcripts_v2_375 	 0.584495 	 other metabolic processes 
Locus_10478_Transcript_8/15_Confidence_0.239_Length_1709_transcripts_v2_375 	 0.584495 	 protein metabolism  
Locus_10478_Transcript_8/15_Confidence_0.239_Length_1709_transcripts_v2_375 	 0.584495 	 signal transduction  
Locus_10478_Transcript_9/15_Confidence_0.239_Length_1710_transcripts_v2_374 	 0.572771 	 protein metabolism  
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321 	 1.08513 	 RNA metabolism  
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321 	 1.08513 	 other biological processes 
Locus_1047_Transcript_1/7_Confidence_0.333_Length_203_transcripts_v2_9321 	 1.08513 	 signal transduction  
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076 	 0.860625 	 RNA metabolism  
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076 	 0.860625 	 other biological processes 
Locus_1047_Transcript_2/7_Confidence_0.407_Length_369_transcripts_v2_5076 	 0.860625 	 signal transduction  
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987 	 0.904163 	 RNA metabolism  
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987 	 0.904163 	 other biological processes 
Locus_1047_Transcript_4/7_Confidence_0.407_Length_375_transcripts_v2_4987 	 0.904163 	 signal transduction  
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222 	 0.761961 	 RNA metabolism  
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222 	 0.761961 	 other biological processes 
Locus_1047_Transcript_5/7_Confidence_0.333_Length_723_transcripts_v2_2222 	 0.761961 	 signal transduction  
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587 	 0.770762 	 RNA metabolism  
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587 	 0.770762 	 other biological processes 
Locus_1047_Transcript_6/7_Confidence_0.148_Length_658_transcripts_v2_2587 	 0.770762 	 signal transduction  
Locus_1048_Transcript_1/3_Confidence_0.667_Length_2415_transcripts_v2_123 	 0.678421 	 developmental processes  
Locus_1048_Transcript_1/3_Confidence_0.667_Length_2415_transcripts_v2_123 	 0.678421 	 other biological processes 
Locus_1048_Transcript_1/3_Confidence_0.667_Length_2415_transcripts_v2_123 	 0.678421 	 other metabolic processes 
Locus_1048_Transcript_1/3_Confidence_0.667_Length_2415_transcripts_v2_123 	 0.678421 	 protein metabolism  
Locus_1048_Transcript_2/3_Confidence_0.667_Length_2430_transcripts_v2_120 	 0.63121 	 cell cycle and proliferation
Locus_1048_Transcript_2/3_Confidence_0.667_Length_2430_transcripts_v2_120 	 0.63121 	 developmental processes  
Locus_1048_Transcript_2/3_Confidence_0.667_Length_2430_transcripts_v2_120 	 0.63121 	 other biological processes 
Locus_1048_Transcript_2/3_Confidence_0.667_Length_2430_transcripts_v2_120 	 0.63121 	 other metabolic processes 
Locus_1048_Transcript_2/3_Confidence_0.667_Length_2430_transcripts_v2_120 	 0.63121 	 protein metabolism  
Locus_1048_Transcript_3/3_Confidence_0.667_Length_2594_transcripts_v2_106 	 0.687199 	 developmental processes  
Locus_1048_Transcript_3/3_Confidence_0.667_Length_2594_transcripts_v2_106 	 0.687199 	 other biological processes 
Locus_1048_Transcript_3/3_Confidence_0.667_Length_2594_transcripts_v2_106 	 0.687199 	 other metabolic processes 
Locus_1048_Transcript_3/3_Confidence_0.667_Length_2594_transcripts_v2_106 	 0.687199 	 protein metabolism  
Locus_10490_Transcript_1/1_Confidence_1.000_Length_2664_transcripts_v2_102 	 0.424181 	 developmental processes  
Locus_10490_Transcript_1/1_Confidence_1.000_Length_2664_transcripts_v2_102 	 0.424181 	 other biological processes 
Locus_10490_Transcript_1/1_Confidence_1.000_Length_2664_transcripts_v2_102 	 0.424181 	 other metabolic processes 
Locus_10490_Transcript_1/1_Confidence_1.000_Length_2664_transcripts_v2_102 	 0.424181 	 transport   
Locus_10491_Transcript_1/1_Confidence_1.000_Length_222_transcripts_v2_8482 	 0.711825 	 protein metabolism  
Locus_10496_Transcript_1/1_Confidence_1.000_Length_179_transcripts_v2_10640 	 0.542653 	 cell organization and biogenesis
Locus_10497_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10766 	 0.65928 	 other metabolic processes 
Locus_10497_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10766 	 0.65928 	 signal transduction  
Locus_10498_Transcript_1/1_Confidence_1.000_Length_662_transcripts_v2_2560 	 0.196096 	 RNA metabolism  
Locus_10498_Transcript_1/1_Confidence_1.000_Length_662_transcripts_v2_2560 	 0.196096 	 protein metabolism  
Locus_10500_Transcript_1/1_Confidence_1.000_Length_177_transcripts_v2_10767 	 0.61647 	 other metabolic processes 
Locus_10502_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_9560 	 0.196645 	 cell organization and biogenesis
Locus_10502_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_9560 	 0.196645 	 death   
Locus_10502_Transcript_1/1_Confidence_1.000_Length_198_transcripts_v2_9560 	 0.196645 	 other metabolic processes 
Locus_10504_Transcript_2/3_Confidence_0.400_Length_341_transcripts_v2_5478 	 0.38864 	 stress response  
Locus_10512_Transcript_1/1_Confidence_1.000_Length_239_transcripts_v2_7843 	 0.769244 	 cell organization and biogenesis
Locus_10512_Transcript_1/1_Confidence_1.000_Length_239_transcripts_v2_7843 	 0.769244 	 other biological processes 
Locus_10512_Transcript_1/1_Confidence_1.000_Length_239_transcripts_v2_7843 	 0.769244 	 other metabolic processes 
Locus_10513_Transcript_1/1_Confidence_1.000_Length_290_transcripts_v2_6434 	 1.11902 	 cell organization and biogenesis
Locus_10513_Transcript_1/1_Confidence_1.000_Length_290_transcripts_v2_6434 	 1.11902 	 other biological processes 
Locus_10513_Transcript_1/1_Confidence_1.000_Length_290_transcripts_v2_6434 	 1.11902 	 other metabolic processes 
Locus_10514_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_6884 	 0.864137 	 other biological processes 
Locus_10514_Transcript_1/1_Confidence_1.000_Length_271_transcripts_v2_6884 	 0.864137 	 other metabolic processes 
Locus_1051_Transcript_1/1_Confidence_1.000_Length_1627_transcripts_v2_428 	 0.891183 	 DNA metabolism  
Locus_1051_Transcript_1/1_Confidence_1.000_Length_1627_transcripts_v2_428 	 0.891183 	 cell cycle and proliferation
Locus_1051_Transcript_1/1_Confidence_1.000_Length_1627_transcripts_v2_428 	 0.891183 	 other biological processes 
Locus_1051_Transcript_1/1_Confidence_1.000_Length_1627_transcripts_v2_428 	 0.891183 	 protein metabolism  
Locus_1051_Transcript_1/1_Confidence_1.000_Length_1627_transcripts_v2_428 	 0.891183 	 stress response  
Locus_10521_Transcript_1/1_Confidence_1.000_Length_588_transcripts_v2_3018 	 0.164044 	 other metabolic processes 
Locus_10523_Transcript_1/1_Confidence_1.000_Length_196_transcripts_v2_9658 	 0.765812 	 other metabolic processes 
Locus_10524_Transcript_1/1_Confidence_1.000_Length_317_transcripts_v2_5880 	 0.619889 	 DNA metabolism  
Locus_10524_Transcript_1/1_Confidence_1.000_Length_317_transcripts_v2_5880 	 0.619889 	 cell cycle and proliferation
Locus_10526_Transcript_1/1_Confidence_1.000_Length_322_transcripts_v2_5790 	 0.151113 	 other metabolic processes 
Locus_10532_Transcript_1/1_Confidence_1.000_Length_479_transcripts_v2_3841 	 0.972101 	 RNA metabolism  
Locus_10532_Transcript_1/1_Confidence_1.000_Length_479_transcripts_v2_3841 	 0.972101 	 cell cycle and proliferation
Locus_10532_Transcript_1/1_Confidence_1.000_Length_479_transcripts_v2_3841 	 0.972101 	 cell organization and biogenesis
Locus_10532_Transcript_1/1_Confidence_1.000_Length_479_transcripts_v2_3841 	 0.972101 	 other biological processes 
Locus_10540_Transcript_1/1_Confidence_1.000_Length_566_transcripts_v2_3162 	 0.191296 	 stress response  
Locus_10544_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_8833 	 0.652848 	 other metabolic processes 
Locus_10544_Transcript_1/1_Confidence_1.000_Length_214_transcripts_v2_8833 	 0.652848 	 protein metabolism  
Locus_10546_Transcript_1/1_Confidence_1.000_Length_642_transcripts_v2_2686 	 0.102042 	 protein metabolism  
Locus_10557_Transcript_1/1_Confidence_1.000_Length_396_transcripts_v2_4708 	 0.597895 	 cell cycle and proliferation
Locus_10557_Transcript_1/1_Confidence_1.000_Length_396_transcripts_v2_4708 	 0.597895 	 cell organization and biogenesis
Locus_10557_Transcript_1/1_Confidence_1.000_Length_396_transcripts_v2_4708 	 0.597895 	 other metabolic processes 
Locus_10560_Transcript_1/1_Confidence_1.000_Length_1444_transcripts_v2_584 	 0.663683 	 other metabolic processes 
Locus_10563_Transcript_1/1_Confidence_1.000_Length_216_transcripts_v2_8749 	 0.771203 	 other metabolic processes 
Locus_10568_Transcript_1/1_Confidence_1.000_Length_994_transcripts_v2_1244 	 0.539729 	 developmental processes  
Locus_10568_Transcript_1/1_Confidence_1.000_Length_994_transcripts_v2_1244 	 0.539729 	 other biological processes 
Locus_10581_Transcript_1/1_Confidence_1.000_Length_509_transcripts_v2_3595 	 0.620646 	 other metabolic processes 
Locus_10581_Transcript_1/1_Confidence_1.000_Length_509_transcripts_v2_3595 	 0.620646 	 transport   
Locus_10583_Transcript_1/1_Confidence_1.000_Length_650_transcripts_v2_2640 	 0.68609 	 other biological processes 
Locus_10586_Transcript_1/1_Confidence_1.000_Length_300_transcripts_v2_6213 	 0.700721 	 developmental processes  
Locus_10589_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_11539 	 0.987033 	 death   
Locus_10589_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_11539 	 0.987033 	 protein metabolism  
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 cell adhesion  
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 cell organization and biogenesis
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 cell-cell signaling  
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 developmental processes  
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 other biological processes 
Locus_1058_Transcript_1/3_Confidence_0.500_Length_613_transcripts_v2_2849 	 0.185387 	 signal transduction  
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 cell adhesion  
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 cell organization and biogenesis
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 cell-cell signaling  
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 developmental processes  
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 other biological processes 
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 signal transduction  
Locus_1058_Transcript_2/3_Confidence_0.500_Length_833_transcripts_v2_1734 	 0.175505 	 transport   
Locus_1058_Transcript_3/3_Confidence_0.500_Length_1143_transcripts_v2_930 	 0.223152 	 cell adhesion  
Locus_1058_Transcript_3/3_Confidence_0.500_Length_1143_transcripts_v2_930 	 0.223152 	 cell organization and biogenesis
Locus_1058_Transcript_3/3_Confidence_0.500_Length_1143_transcripts_v2_930 	 0.223152 	 developmental processes  
Locus_1058_Transcript_3/3_Confidence_0.500_Length_1143_transcripts_v2_930 	 0.223152 	 signal transduction  
Locus_10592_Transcript_1/1_Confidence_1.000_Length_181_transcripts_v2_10525 	 0.613226 	 protein metabolism  
Locus_10596_Transcript_1/1_Confidence_1.000_Length_597_transcripts_v2_2954 	 0.334287 	 cell cycle and proliferation
Locus_10596_Transcript_1/1_Confidence_1.000_Length_597_transcripts_v2_2954 	 0.334287 	 death   
Locus_10596_Transcript_1/1_Confidence_1.000_Length_597_transcripts_v2_2954 	 0.334287 	 developmental processes  
Locus_10596_Transcript_1/1_Confidence_1.000_Length_597_transcripts_v2_2954 	 0.334287 	 other biological processes 
Locus_10596_Transcript_1/1_Confidence_1.000_Length_597_transcripts_v2_2954 	 0.334287 	 other metabolic processes 
Locus_105_Transcript_5/11_Confidence_0.082_Length_1643_transcripts_v2_413 	 0.294413 	 other biological processes 
Locus_105_Transcript_5/11_Confidence_0.082_Length_1643_transcripts_v2_413 	 0.294413 	 transport   
Locus_105_Transcript_6/11_Confidence_0.082_Length_1589_transcripts_v2_462 	 0.330856 	 other biological processes 
Locus_105_Transcript_6/11_Confidence_0.082_Length_1589_transcripts_v2_462 	 0.330856 	 transport   
Locus_10604_Transcript_1/1_Confidence_1.000_Length_136_transcripts_v2_11873 	 0.181707 	 protein metabolism  
Locus_10608_Transcript_1/1_Confidence_1.000_Length_517_transcripts_v2_3532 	 0.885776 	 developmental processes  
Locus_10608_Transcript_1/1_Confidence_1.000_Length_517_transcripts_v2_3532 	 0.885776 	 other biological processes 
Locus_10613_Transcript_1/1_Confidence_1.000_Length_930_transcripts_v2_1404 	 0.914689 	 cell cycle and proliferation
Locus_10613_Transcript_1/1_Confidence_1.000_Length_930_transcripts_v2_1404 	 0.914689 	 cell organization and biogenesis
Locus_10613_Transcript_1/1_Confidence_1.000_Length_930_transcripts_v2_1404 	 0.914689 	 other biological processes 
Locus_10613_Transcript_1/1_Confidence_1.000_Length_930_transcripts_v2_1404 	 0.914689 	 transport   
Locus_1062_Transcript_1/1_Confidence_1.000_Length_1033_transcripts_v2_1162 	 0.677274 	 other biological processes 
Locus_10631_Transcript_1/1_Confidence_1.000_Length_468_transcripts_v2_3936 	 0.765189 	 signal transduction  
Locus_10633_Transcript_2/3_Confidence_0.500_Length_1117_transcripts_v2_982 	 0.549282 	 other metabolic processes 
Locus_10633_Transcript_2/3_Confidence_0.500_Length_1117_transcripts_v2_982 	 0.549282 	 transport   
Locus_10637_Transcript_1/1_Confidence_1.000_Length_166_transcripts_v2_11541 	 0.225379 	 other metabolic processes 
Locus_10643_Transcript_1/1_Confidence_1.000_Length_197_transcripts_v2_9616 	 1.17796 	 RNA metabolism  
Locus_10644_Transcript_1/1_Confidence_1.000_Length_315_transcripts_v2_5917 	 0.798852 	 other biological processes 
Locus_10644_Transcript_1/1_Confidence_1.000_Length_315_transcripts_v2_5917 	 0.798852 	 signal transduction  
Locus_10647_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_6488 	 0.76411 	 other biological processes 
Locus_10647_Transcript_1/1_Confidence_1.000_Length_288_transcripts_v2_6488 	 0.76411 	 transport   
Locus_1064_Transcript_4/10_Confidence_0.333_Length_814_transcripts_v2_1807 	 0.567423 	 protein metabolism  
Locus_10653_Transcript_1/1_Confidence_1.000_Length_369_transcripts_v2_5080 	 0.280411 	 cell organization and biogenesis
Locus_10653_Transcript_1/1_Confidence_1.000_Length_369_transcripts_v2_5080 	 0.280411 	 protein metabolism  
Locus_10666_Transcript_1/1_Confidence_1.000_Length_532_transcripts_v2_3410 	 0.555789 	 death   
Locus_10666_Transcript_1/1_Confidence_1.000_Length_532_transcripts_v2_3410 	 0.555789 	 other biological processes 
Locus_10666_Transcript_1/1_Confidence_1.000_Length_532_transcripts_v2_3410 	 0.555789 	 protein metabolism  
Locus_10670_Transcript_1/1_Confidence_1.000_Length_624_transcripts_v2_2785 	 0.872464 	 other biological processes 
Locus_10672_Transcript_3/5_Confidence_0.600_Length_492_transcripts_v2_3733 	 0.469153 	 protein metabolism  
Locus_10672_Transcript_4/5_Confidence_0.500_Length_476_transcripts_v2_3878 	 0.498565 	 protein metabolism  
Locus_10683_Transcript_1/1_Confidence_1.000_Length_203_transcripts_v2_9333 	 0.693894 	 RNA metabolism  
